Name,DIY,Stack Size,Buy,Sell,Source,Source Notes,Version,Filename,Internal ID,Unique Entry ID
bamboo lattice fence,Yes,50,NFS,960,Crafting,,1.0.0,ItemFenceBamboo,3403,XaLnmQsQ47HfHQ9g5
barbed-wire fence,Yes,50,NFS,1980,Crafting,,1.0.0,ItemFenceBarbedWire,5213,dNgibaR9jFqaDwuDZ
brick fence,Yes,50,NFS,1200,Crafting,,1.0.0,ItemFenceWallRenga,3080,WAzanA7e5MREzJdMh
Bunny Day fence,Yes,50,NFS,2400,Crafting,,1.1.0a,ItemFenceEgg,12630,CLQGhAfSNykpxrh3a
corral fence,Yes,50,NFS,720,Crafting,,1.0.0,ItemFenceHorizontalWood,4349,rqwqYy7Aphvh5zBSA
country fence,Yes,50,NFS,720,Crafting,,1.0.0,ItemFenceLog,4350,twwkbWJ8YsoJEy3j8
hedge,Yes,50,NFS,55,Crafting,,1.2.0,ItemFenceIkegaki,12758,TphLYSh2MdogHdheg
imperial fence,Yes,50,NFS,1200,Crafting,,1.0.0,ItemFenceChinese,4354,fHqt7TXfbhfKnPbwG
iron fence,Yes,50,NFS,4500,Crafting,,1.0.0,ItemFenceSteel,4357,RL5hL24NbwzE7zv3R
iron-and-stone fence,Yes,50,NFS,3150,Crafting,,1.0.0,ItemFenceIronAndStone,5206,kjSa4R6JQz2DtWQ2C
lattice fence,Yes,50,NFS,960,Crafting,,1.0.0,ItemFenceLatiiceNatural,11712,qBrhYgaCnEiQYouP6
rope fence,Yes,50,NFS,3000,Crafting,,1.0.0,ItemFencePegRope,4352,TpruAQnqeeYcDxPRj
simple wooden fence,Yes,50,NFS,720,Crafting; Tom Nook,50 fences are given by Tom Nook after completing the three house plots during the main storyline,1.0.0,ItemFenceNatural,11711,bxF62vutvYBw9BTDT
spiky fence,Yes,50,NFS,960,Crafting,,1.0.0,ItemFenceSharply,4358,gYccyRpBzpFCLLW56
stone fence,Yes,50,NFS,600,Crafting,,1.0.0,ItemFenceStone,5212,ECNmTH3oh3SEDpHCr
straw fence,Yes,50,NFS,560,Crafting,,1.0.0,ItemFenceDriedStraw,4356,yp69uEZTdfS9CkisA
vertical-board fence,Yes,50,NFS,960,Crafting,,1.0.0,ItemFenceVerticalWood,3402,M9pkSgdAaKgQELi3E
wedding fence,Yes,50,NFS,411,Crafting,,1.2.0,ItemFenceJuneBride,12894,68uMh2zjCmeJukYhv
zen fence,Yes,50,NFS,3300,Crafting,,1.0.0,ItemFenceJapanese,5207,yZeqREzefxeSiLAaP﻿Name,Award Criteria,#,Internal ID,Internal Name,Internal Category,Num of Tiers,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Reward Tier 1,Reward Tier 2,Reward Tier 3,Reward Tier 4,Reward Tier 5,Reward Tier 6,Sequential,Version,Unique Entry ID
(island name) Miles!,Awarded when Nook Miles program is first unlocked,1,53,ImmigratetoIsland,Event,1,1,0,0,0,0,500,500,1000,2000,3000,0,Yes,1.0.0,QvQq6d4qJgCiBkMLX
wooden mini table,Dark wood,Paint color,None,Tablecloth,Yes,Yes,Yes,2,NFS,720,Brown,Brown,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_3_0,3_0,7133,Wo6dByhNP45Gmquye
wooden mini table,Dark wood,Paint color,Orange,Tablecloth,Yes,Yes,Yes,2,NFS,720,Brown,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_3_1,3_1,7133,nYvBnNnEAWhuakQmh
wooden mini table,Dark wood,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,NFS,720,Brown,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_3_2,3_2,7133,3YtFhN5XvHijBg3PM
wooden mini table,Dark wood,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,NFS,720,Brown,Blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_3_3,3_3,7133,HdwrNrMF9ScTMbDcT
wooden mini table,Dark wood,Paint color,Green,Tablecloth,Yes,Yes,Yes,2,NFS,720,Brown,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_3_4,3_4,7133,xwzxgoToBBjaw6mej
wooden mini table,Black,Paint color,None,Tablecloth,Yes,Yes,Yes,2,NFS,720,Black,Black,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_4_0,4_0,7133,Zk8mHcRfdRKHDubqM
wooden mini table,Black,Paint color,Orange,Tablecloth,Yes,Yes,Yes,2,NFS,720,Black,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_4_1,4_1,7133,myG7i9o2YFM8Ksfoi
wooden mini table,Black,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,NFS,720,Black,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_4_2,4_2,7133,4J2vnse3jXxhoLpsY
wooden mini table,Black,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,NFS,720,Black,Blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_4_3,4_3,7133,smZTYwxv36fLaLeHD
wooden mini table,Black,Paint color,Green,Tablecloth,Yes,Yes,Yes,2,NFS,720,Black,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_4_4,4_4,7133,hvjYp3cMozD6wmNAT
wooden mini table,Green,Paint color,None,Tablecloth,Yes,Yes,Yes,2,NFS,720,Green,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_5_0,5_0,7133,roeXhNQETxkq2tyTq
wooden mini table,Green,Paint color,Orange,Tablecloth,Yes,Yes,Yes,2,NFS,720,Green,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_5_1,5_1,7133,f2TpXayggsFGmfD2G
wooden mini table,Green,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,NFS,720,Green,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_5_2,5_2,7133,rJMAuob9ZnEKaQ4q9
wooden mini table,Green,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,NFS,720,Green,Blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_5_3,5_3,7133,6ZDc5t9mufnZ3S3aL
wooden mini table,Green,Paint color,Green,Tablecloth,Yes,Yes,Yes,2,NFS,720,Green,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_5_4,5_4,7133,DrwbaXgLeKsmfZa4o
wooden mini table,Blue,Paint color,None,Tablecloth,Yes,Yes,Yes,2,NFS,720,Blue,Blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_6_0,6_0,7133,kEwWNMPdH9H54TRb2
wooden mini table,Blue,Paint color,Orange,Tablecloth,Yes,Yes,Yes,2,NFS,720,Blue,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_6_1,6_1,7133,A5acBNiA8PqwfuX3K
wooden mini table,Blue,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,NFS,720,Blue,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_6_2,6_2,7133,nManczc4PywpJ988Y
wooden mini table,Blue,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,NFS,720,Blue,Blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_6_3,6_3,7133,LrtuahZmKYuemsM8n
wooden mini table,Blue,Paint color,Green,Tablecloth,Yes,Yes,Yes,2,NFS,720,Blue,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_6_4,6_4,7133,QK2naZSLzBLFmjHnd
wooden mini table,Pink wood,Paint color,None,Tablecloth,Yes,Yes,Yes,2,NFS,720,Pink,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_7_0,7_0,7133,mJFnWtLfD5dafCn26
wooden mini table,Pink wood,Paint color,Orange,Tablecloth,Yes,Yes,Yes,2,NFS,720,Pink,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_7_1,7_1,7133,5WidcG9ta5LKYzc6G
wooden mini table,Pink wood,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,NFS,720,Pink,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_7_2,7_2,7133,o4QnTdb74Xzsvsh8C
wooden mini table,Pink wood,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,NFS,720,Pink,Blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_7_3,7_3,7133,y5mAhAJaBNHAxhg6k
wooden mini table,Pink wood,Paint color,Green,Tablecloth,Yes,Yes,Yes,2,NFS,720,Pink,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_7_4,7_4,7133,DZdS7xfKYcTr6YSMa
wooden simple bed,Light wood,Paint color,Orange,Bedding,Yes,Yes,Yes,4,NFS,2160,Beige,Orange,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_0_0,0_0,2605,4gb67oK8q4yGmb5dp
wooden simple bed,Light wood,Paint color,Pink,Bedding,Yes,Yes,Yes,4,NFS,2160,Beige,Pink,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_0_1,0_1,2605,APBR89XQzDaRvwXPj
wooden simple bed,Light wood,Paint color,Blue,Bedding,Yes,Yes,Yes,4,NFS,2160,Beige,Light blue,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_0_2,0_2,2605,mxoMFLjs4YnLZ5FKm
wooden simple bed,Light wood,Paint color,Green,Bedding,Yes,Yes,Yes,4,NFS,2160,Beige,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_0_3,0_3,2605,nav6Cip6v5Ek6SSv7
wooden simple bed,White wood,Paint color,Orange,Bedding,Yes,Yes,Yes,4,NFS,2160,White,Orange,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_1_0,1_0,2605,m7EcRvtLMfWEgWp2J
wooden simple bed,White wood,Paint color,Pink,Bedding,Yes,Yes,Yes,4,NFS,2160,White,Pink,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_1_1,1_1,2605,X9r9bgtDf7LkHBzYh
wooden simple bed,White wood,Paint color,Blue,Bedding,Yes,Yes,Yes,4,NFS,2160,White,Light blue,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_1_2,1_2,2605,Td8mesmoSsEuH8tMP
wooden simple bed,White wood,Paint color,Green,Bedding,Yes,Yes,Yes,4,NFS,2160,White,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_1_3,1_3,2605,D3vaznMQBGBx2k7sx
wooden simple bed,Cherry wood,Paint color,Orange,Bedding,Yes,Yes,Yes,4,NFS,2160,Orange,Orange,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_2_0,2_0,2605,jAixLvgaq3doFsFMZ
wooden simple bed,Cherry wood,Paint color,Pink,Bedding,Yes,Yes,Yes,4,NFS,2160,Orange,Pink,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_2_1,2_1,2605,4ERWqGHAHBtvXTTZq
wooden simple bed,Cherry wood,Paint color,Blue,Bedding,Yes,Yes,Yes,4,NFS,2160,Orange,Light blue,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_2_2,2_2,2605,q5ii6E7xjzahT7pZK
wooden simple bed,Cherry wood,Paint color,Green,Bedding,Yes,Yes,Yes,4,NFS,2160,Orange,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_2_3,2_3,2605,BAnqfbNZ4ihWYFh8Y
wooden simple bed,Dark wood,Paint color,Orange,Bedding,Yes,Yes,Yes,4,NFS,2160,Brown,Orange,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_3_0,3_0,2605,4eFNs5fj45mQLdiGx
wooden simple bed,Dark wood,Paint color,Pink,Bedding,Yes,Yes,Yes,4,NFS,2160,Brown,Pink,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_3_1,3_1,2605,WXHzAvPhwPCs4wwCh
wooden simple bed,Dark wood,Paint color,Blue,Bedding,Yes,Yes,Yes,4,NFS,2160,Brown,Light blue,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_3_2,3_2,2605,njcwYjnQ24Xj6PN6X
wooden simple bed,Dark wood,Paint color,Green,Bedding,Yes,Yes,Yes,4,NFS,2160,Brown,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_3_3,3_3,2605,riExfbzSMxPgSL6fz
wooden simple bed,Black,Paint color,Orange,Bedding,Yes,Yes,Yes,4,NFS,2160,Black,Orange,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_4_0,4_0,2605,jNSAhuSChokywGTwp
wooden simple bed,Black,Paint color,Pink,Bedding,Yes,Yes,Yes,4,NFS,2160,Black,Pink,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_4_1,4_1,2605,RSLETJp3TZsnhSgAC
wooden simple bed,Black,Paint color,Blue,Bedding,Yes,Yes,Yes,4,NFS,2160,Black,Light blue,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_4_2,4_2,2605,a5hMaTJZE9TcmpGLs
wooden simple bed,Black,Paint color,Green,Bedding,Yes,Yes,Yes,4,NFS,2160,Black,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_4_3,4_3,2605,tNYQb849vcbqAsZYQ
wooden simple bed,Green,Paint color,Orange,Bedding,Yes,Yes,Yes,4,NFS,2160,Green,Orange,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_5_0,5_0,2605,MuHQo9n2meTp9H7kE
wooden simple bed,Green,Paint color,Pink,Bedding,Yes,Yes,Yes,4,NFS,2160,Green,Pink,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_5_1,5_1,2605,bMG9YRN3E6AdTKu9w
wooden simple bed,Green,Paint color,Blue,Bedding,Yes,Yes,Yes,4,NFS,2160,Green,Light blue,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_5_2,5_2,2605,tjQTKPquzyazxK2Rq
wooden simple bed,Green,Paint color,Green,Bedding,Yes,Yes,Yes,4,NFS,2160,Green,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_5_3,5_3,2605,qq75pwjw3LswHKFNv
wooden simple bed,Blue,Paint color,Orange,Bedding,Yes,Yes,Yes,4,NFS,2160,Blue,Orange,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_6_0,6_0,2605,gwgaTgSqQXkQcoxRN
wooden simple bed,Blue,Paint color,Pink,Bedding,Yes,Yes,Yes,4,NFS,2160,Blue,Pink,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_6_1,6_1,2605,2ibrMXMG5sns4BKaN
wooden simple bed,Blue,Paint color,Blue,Bedding,Yes,Yes,Yes,4,NFS,2160,Blue,Light blue,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_6_2,6_2,2605,c2xHWeit7EpXsmS3W
wooden simple bed,Blue,Paint color,Green,Bedding,Yes,Yes,Yes,4,NFS,2160,Blue,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_6_3,6_3,2605,woE5WAuopNRXbbqwk
wooden simple bed,Pink wood,Paint color,Orange,Bedding,Yes,Yes,Yes,4,NFS,2160,Pink,Orange,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_7_0,7_0,2605,QTBGLbCgAdLu4GXEr
wooden simple bed,Pink wood,Paint color,Pink,Bedding,Yes,Yes,Yes,4,NFS,2160,Pink,Pink,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_7_1,7_1,2605,Lm7WyKvMcL4zjE2Wh
wooden simple bed,Pink wood,Paint color,Blue,Bedding,Yes,Yes,Yes,4,NFS,2160,Pink,Light blue,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_7_2,7_2,2605,554r3tt8jMmz2PXJr
wooden simple bed,Pink wood,Paint color,Green,Bedding,Yes,Yes,Yes,4,NFS,2160,Pink,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_7_3,7_3,2605,ynNQcm7EjjoDqkRds
wooden stool,Light wood,Paint color,None,Seat,Yes,Yes,Yes,2,NFS,480,Beige,Beige,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_0_0,0_0,3449,i8NyG9EWfGFx46EuA
wooden stool,Light wood,Paint color,Orange,Seat,Yes,Yes,Yes,2,NFS,480,Beige,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_0_1,0_1,3449,LWbNbTapgceEs3Xva
wooden stool,Light wood,Paint color,Pink,Seat,Yes,Yes,Yes,2,NFS,480,Beige,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_0_2,0_2,3449,vnr24h6Fcm4Dnr9Z9
wooden stool,Light wood,Paint color,Blue,Seat,Yes,Yes,Yes,2,NFS,480,Beige,Light blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_0_3,0_3,3449,fdFGhx9StHizpm5jK
wooden stool,Light wood,Paint color,Green,Seat,Yes,Yes,Yes,2,NFS,480,Beige,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_0_4,0_4,3449,6m45MDhimPsgFQf9d
wooden stool,White wood,Paint color,None,Seat,Yes,Yes,Yes,2,NFS,480,White,White,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_1_0,1_0,3449,nnumQPqABdKNwTk7B
wooden stool,White wood,Paint color,Orange,Seat,Yes,Yes,Yes,2,NFS,480,White,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_1_1,1_1,3449,2Ld7a6kqAsn8ZyEwv
wooden stool,White wood,Paint color,Pink,Seat,Yes,Yes,Yes,2,NFS,480,White,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_1_2,1_2,3449,nXroiorJvRbCLyGeu
wooden stool,White wood,Paint color,Blue,Seat,Yes,Yes,Yes,2,NFS,480,White,Light blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_1_3,1_3,3449,9x2aAcbcw9N5L4nm8
wooden stool,White wood,Paint color,Green,Seat,Yes,Yes,Yes,2,NFS,480,White,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_1_4,1_4,3449,wLnkHYkawSYcFrEA8
wooden stool,Cherry wood,Paint color,None,Seat,Yes,Yes,Yes,2,NFS,480,Orange,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_2_0,2_0,3449,Lsm4hiEMEZjxY4hSQ
wooden stool,Cherry wood,Paint color,Orange,Seat,Yes,Yes,Yes,2,NFS,480,Orange,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_2_1,2_1,3449,KhuoZxJ7a8goJ9YWi
wooden stool,Cherry wood,Paint color,Pink,Seat,Yes,Yes,Yes,2,NFS,480,Orange,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_2_2,2_2,3449,GwNBQPQw4yyunRPY2
wooden stool,Cherry wood,Paint color,Blue,Seat,Yes,Yes,Yes,2,NFS,480,Orange,Light blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_2_3,2_3,3449,ASgiwy8zxZgcMzNv2
wooden stool,Cherry wood,Paint color,Green,Seat,Yes,Yes,Yes,2,NFS,480,Orange,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_2_4,2_4,3449,L8aNAt3gAPtvpf3Tx
wooden stool,Dark wood,Paint color,None,Seat,Yes,Yes,Yes,2,NFS,480,Brown,Brown,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_3_0,3_0,3449,YEAR7hKqKt2AMZs4E
wooden stool,Dark wood,Paint color,Orange,Seat,Yes,Yes,Yes,2,NFS,480,Brown,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_3_1,3_1,3449,WaqS8XXYS4e8cKevr
wooden stool,Dark wood,Paint color,Pink,Seat,Yes,Yes,Yes,2,NFS,480,Brown,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_3_2,3_2,3449,pBgabFY3JreTtuTET
wooden stool,Dark wood,Paint color,Blue,Seat,Yes,Yes,Yes,2,NFS,480,Brown,Light blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_3_3,3_3,3449,6a9L4JYGPbrsX2XF6
wooden stool,Dark wood,Paint color,Green,Seat,Yes,Yes,Yes,2,NFS,480,Brown,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_3_4,3_4,3449,dbPagqx5Ses3dpLZT
wooden stool,Black,Paint color,None,Seat,Yes,Yes,Yes,2,NFS,480,Black,Black,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_4_0,4_0,3449,h6aDnCDz4hqZ6vmmR
wooden stool,Black,Paint color,Orange,Seat,Yes,Yes,Yes,2,NFS,480,Black,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_4_1,4_1,3449,gZg7k6MhZH6unudCf
wooden stool,Black,Paint color,Pink,Seat,Yes,Yes,Yes,2,NFS,480,Black,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_4_2,4_2,3449,rMfuRXk5wxgzZkjFu
